,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Source,Ticker,Name,Downloaded on Date
0,0,0,0,WIKI,ISLE,"Isle of Capri Casinos Inc. (ISLE) Prices, Dividends, Splits and Trading Volume",20170721
1,1,1,1,WIKI,FURX,"Furiex Pharmaceuticals, Inc. (FURX) Prices, Dividends, Splits and Trading Volume",20170721
2,2,2,2,WIKI,FFBH,"First Federal Bancshares of Arkansas, Inc. (FFBH) Prices, Dividends, Splits and Trading Volume",20170721
3,3,3,3,WIKI,GCA,"Global Cash Access Holdings (GCA) Prices, Dividends, Splits and Trading Volume",20170721
4,4,4,4,WIKI,CHTP,"Chelsea Therapeutics International, Ltd. (CHTP) Prices, Dividends, Splits and Trading Volume",20170721
5,5,5,5,WIKI,VLCCF,"Knightsbridge Tankers Limited (VLCCF) Prices, Dividends, Splits and Trading Volume",20170721
6,6,6,6,WIKI,HSH,"Hillshire Brands Company (The) (HSH) Prices, Dividends, Splits and Trading Volume",20170721
7,7,7,7,WIKI,JRN,"Journal Communications Inc (JRN) Prices, Dividends, Splits and Trading Volume",20170721
8,8,8,8,WIKI,HW,"Headwaters Inc. (HW) Prices, Dividends, Splits and Trading Volume",20170721
9,9,9,9,WIKI,TCB,"TCF Financial Corp (TCB) Prices, Dividends, Splits and Trading Volume",20170721
10,10,10,10,WIKI,ROIAK,"Radio One Inc. (ROIAK) Prices, Dividends, Splits and Trading Volume",20170721
11,11,11,11,WIKI,AVX,"AVX Corp. (AVX) Prices, Dividends, Splits and Trading Volume",20170721
12,12,12,12,WIKI,BKS,"Barnes & Noble Inc (BKS) Prices, Dividends, Splits and Trading Volume",20170721
13,13,13,13,WIKI,BECN,"Beacon Roofing Supply Inc. (BECN) Prices, Dividends, Splits and Trading Volume",20170721
14,14,14,14,WIKI,BELFB,"Bel Fuse Inc. (BELFB) Prices, Dividends, Splits and Trading Volume",20170721
15,15,15,15,WIKI,BLX,"Banco Latinoamericano de Comercio Exterior S.A. (BLX) Prices, Dividends, Splits and Trading Volume",20170721
16,16,16,16,WIKI,BXS,"BancorpSouth Inc. (BXS) Prices, Dividends, Splits and Trading Volume",20170721
17,17,17,17,WIKI,TBBK,"The Bancorp Inc (TBBK) Prices, Dividends, Splits and Trading Volume",20170721
18,18,18,18,WIKI,BFIN,"BankFinancial Corp (BFIN) Prices, Dividends, Splits and Trading Volume",20170721
19,19,19,19,WIKI,RATE,"Bankrate (RATE) Prices, Dividends, Splits and Trading Volume",20170721
20,20,20,20,WIKI,BAS,"Basic Energy Services (BAS) Prices, Dividends, Splits and Trading Volume",20170721
21,21,21,21,WIKI,BSET,"Bassett Furniture Industries Inc (BSET) Prices, Dividends, Splits and Trading Volume",20170721
22,22,22,22,WIKI,FIX,"Comfort Systems USA Inc. (FIX) Prices, Dividends, Splits and Trading Volume",20170721
23,23,23,23,WIKI,BCO,"The Brinks Company (BCO) Prices, Dividends, Splits and Trading Volume",20170721
24,24,24,24,WIKI,BOBE,"Bob Evans Farms Inc. (BOBE) Prices, Dividends, Splits and Trading Volume",20170721
25,25,25,25,WIKI,CHFC,"Chemical Financial Corp. (CHFC) Prices, Dividends, Splits and Trading Volume",20170721
26,26,26,26,WIKI,CRVL,"CorVel Corp. (CRVL) Prices, Dividends, Splits and Trading Volume",20170721
27,27,27,27,WIKI,BRCD,"Brocade Communications Systems Inc. (BRCD) Prices, Dividends, Splits and Trading Volume",20170721
28,28,28,28,WIKI,BKE,"Buckle Inc. (The) (BKE) Prices, Dividends, Splits and Trading Volume",20170721
29,29,29,29,WIKI,BLDR,"Builders FirstSource Inc. (BLDR) Prices, Dividends, Splits and Trading Volume",20170721
30,30,30,30,WIKI,CCMP,"Cabot Microelectronics Corp (CCMP) Prices, Dividends, Splits and Trading Volume",20170721
31,31,31,31,WIKI,CZR,"Caesars Entertainment Corp (CZR) Prices, Dividends, Splits and Trading Volume",20170721
32,32,32,32,WIKI,CPLA,"Capella Education Company (CPLA) Prices, Dividends, Splits and Trading Volume",20170721
33,33,33,33,WIKI,CECO,"Career Education Corporation (CECO) Prices, Dividends, Splits and Trading Volume",20170721
34,34,34,34,WIKI,CLNE,"Clean Energy Fuels Corp. (CLNE) Prices, Dividends, Splits and Trading Volume",20170721
35,35,35,35,WIKI,CGI,"Celadon Group Inc. (CGI) Prices, Dividends, Splits and Trading Volume",20170721
36,36,36,36,WIKI,CETV,"Central European Media Enterprises Ltd. (CETV) Prices, Dividends, Splits and Trading Volume",20170721
37,37,37,37,WIKI,CNK,"Cinemark Holdings Inc. (CNK) Prices, Dividends, Splits and Trading Volume",20170721
38,38,38,38,WIKI,GTLS,"Chart Industries Inc. (GTLS) Prices, Dividends, Splits and Trading Volume",20170721
39,39,39,39,WIKI,CHFN,"Charter Financial Corp (MD) (CHFN) Prices, Dividends, Splits and Trading Volume",20170721
40,40,40,40,WIKI,CNMD,"Conmed Corp. (CNMD) Prices, Dividends, Splits and Trading Volume",20170721
41,41,41,41,WIKI,CNSL,"Consolidated Communications Holdings Inc (CNSL) Prices, Dividends, Splits and Trading Volume",20170721
42,42,42,42,WIKI,CHH,"Choice Hotels International Inc. (CHH) Prices, Dividends, Splits and Trading Volume",20170721
43,43,43,43,WIKI,GVA,"Granite Construction Inc. (GVA) Prices, Dividends, Splits and Trading Volume",20170721
44,44,44,44,WIKI,COHU,"Cohu Inc. (COHU) Prices, Dividends, Splits and Trading Volume",20170721
45,45,45,45,WIKI,CMP,"Compass Minerals International Inc (CMP) Prices, Dividends, Splits and Trading Volume",20170721
46,46,46,46,WIKI,CXO,"Concho Resources (CXO) Prices, Dividends, Splits and Trading Volume",20170721
47,47,47,47,WIKI,CST,"CST Brands Inc (CST) Prices, Dividends, Splits and Trading Volume",20170721
48,48,48,48,WIKI,CRAI,"CRA International Inc. (CRAI) Prices, Dividends, Splits and Trading Volume",20170721
49,49,49,49,WIKI,CRY,"CryoLife Inc. (CRY) Prices, Dividends, Splits and Trading Volume",20170721
50,50,50,50,WIKI,CFI,"Culp Inc. (CFI) Prices, Dividends, Splits and Trading Volume",20170721
51,51,51,51,WIKI,ESGR,"Enstar Group Limited (ESGR) Prices, Dividends, Splits and Trading Volume",20170721
52,52,52,52,WIKI,CY,"Cypress Semiconductor Corp. (CY) Prices, Dividends, Splits and Trading Volume",20170721
53,53,53,53,WIKI,DF,"Dean Foods Co. (DF) Prices, Dividends, Splits and Trading Volume",20170721
54,54,54,54,WIKI,FCNCA,"First Citizens Bancshares Inc. (NC) (FCNCA) Prices, Dividends, Splits and Trading Volume",20170721
55,55,55,55,WIKI,DLX,"Deluxe Corp. (DLX) Prices, Dividends, Splits and Trading Volume",20170721
56,56,56,56,WIKI,DV,"DeVry Education Group Inc (DV) Prices, Dividends, Splits and Trading Volume",20170721
57,57,57,57,WIKI,EXPR,"Express (EXPR) Prices, Dividends, Splits and Trading Volume",20170721
58,58,58,58,WIKI,DCO,"Ducommun Inc. (DCO) Prices, Dividends, Splits and Trading Volume",20170721
59,59,59,59,WIKI,DISH,"DISH Network Corporation (DISH) Prices, Dividends, Splits and Trading Volume",20170721
60,60,60,60,WIKI,DGICA,"Donegal Group Inc. (DGICA) Prices, Dividends, Splits and Trading Volume",20170721
61,61,61,61,WIKI,SATS,"EchoStar  Corporation (SATS) Prices, Dividends, Splits and Trading Volume",20170721
62,62,62,62,WIKI,EFII,"Electronics for Imaging Inc. (EFII) Prices, Dividends, Splits and Trading Volume",20170721
63,63,63,63,WIKI,ENTA,"Enanta Pharmaceuticals Inc. (ENTA) Prices, Dividends, Splits and Trading Volume",20170721
64,64,64,64,WIKI,ECYT,"Endocyte Inc. (ECYT) Prices, Dividends, Splits and Trading Volume",20170721
65,65,65,65,WIKI,WIRE,"Encore Wire Corp. (WIRE) Prices, Dividends, Splits and Trading Volume",20170721
66,66,66,66,WIKI,ENR,"Energizer Holdings Inc (New) (ENR) Prices, Dividends, Splits and Trading Volume",20170721
67,67,67,67,WIKI,ERA,"ERA Group Inc. (ERA) Prices, Dividends, Splits and Trading Volume",20170721
68,68,68,68,WIKI,EGN,"Energen Corp. (EGN) Prices, Dividends, Splits and Trading Volume",20170721
69,69,69,69,WIKI,EBF,"Ennis Inc (EBF) Prices, Dividends, Splits and Trading Volume",20170721
70,70,70,70,WIKI,FULT,"Fulton Financial Corp. (PA) (FULT) Prices, Dividends, Splits and Trading Volume",20170721
71,71,71,71,WIKI,EFSC,"Enterprise Financial Services Corp (EFSC) Prices, Dividends, Splits and Trading Volume",20170721
72,72,72,72,WIKI,EBTC,"Enterprise Bancorp Inc. (MA) (EBTC) Prices, Dividends, Splits and Trading Volume",20170721
73,73,73,73,WIKI,EPZM,"Epizyme Inc. (EPZM) Prices, Dividends, Splits and Trading Volume",20170721
74,74,74,74,WIKI,EPM,"Evolution Petroleum (EPM) Prices, Dividends, Splits and Trading Volume",20170721
75,75,75,75,WIKI,FRGI,"Fiesta Restaurant Group Inc. (FRGI) Prices, Dividends, Splits and Trading Volume",20170721
76,76,76,76,WIKI,FLIC,"First of Long Island Corp. (FLIC) Prices, Dividends, Splits and Trading Volume",20170721
77,77,77,77,WIKI,FNSR,"Finisar Corporation (FNSR) Prices, Dividends, Splits and Trading Volume",20170721
78,78,78,78,WIKI,BUSE,"First Busey Corp (BUSE) Prices, Dividends, Splits and Trading Volume",20170721
79,79,79,79,WIKI,GNCMA,"General Communication Inc. (GNCMA) Prices, Dividends, Splits and Trading Volume",20170721
80,80,80,80,WIKI,FRC,"First Republic Bank (San Francisco CA) (FRC) Prices, Dividends, Splits and Trading Volume",20170721
81,81,81,81,WIKI,FRAN,"Francesca's Holdings Corporation (FRAN) Prices, Dividends, Splits and Trading Volume",20170721
82,82,82,82,WIKI,HAFC,"Hanmi Financial Corp. (HAFC) Prices, Dividends, Splits and Trading Volume",20170721
83,83,83,83,WIKI,FDP,"Fresh Del Monte Produce Inc. (FDP) Prices, Dividends, Splits and Trading Volume",20170721
84,84,84,84,WIKI,FCEL,"FuelCell Energy Inc (FCEL) Prices, Dividends, Splits and Trading Volume",20170721
85,85,85,85,WIKI,FRO,"Frontline Ltd (FRO) Prices, Dividends, Splits and Trading Volume",20170721
86,86,86,86,WIKI,GWR,"Genesee & Wyoming Inc. Cl A (GWR) Prices, Dividends, Splits and Trading Volume",20170721
87,87,87,87,WIKI,ROCK,"Gibraltar Industries Inc. (ROCK) Prices, Dividends, Splits and Trading Volume",20170721
88,88,88,88,WIKI,GBLI,"Global Indemnity plc (GBLI) Prices, Dividends, Splits and Trading Volume",20170721
89,89,89,89,WIKI,GSOL,"Global Sources Ltd. (GSOL) Prices, Dividends, Splits and Trading Volume",20170721
90,90,90,90,WIKI,GDP,"Goodrich Petroleum Corp. (GDP) Prices, Dividends, Splits and Trading Volume",20170721
91,91,91,91,WIKI,GPI,"Group 1 Automotive Inc. (GPI) Prices, Dividends, Splits and Trading Volume",20170721
92,92,92,92,WIKI,GRIF,"Griffin Industrial Realty Inc (GRIF) Prices, Dividends, Splits and Trading Volume",20170721
93,93,93,93,WIKI,GSIT,"GSI Technology (GSIT) Prices, Dividends, Splits and Trading Volume",20170721
94,94,94,94,WIKI,GES,"GUESS ? Inc. (GES) Prices, Dividends, Splits and Trading Volume",20170721
95,95,95,95,WIKI,GFF,"Griffon Corp. (GFF) Prices, Dividends, Splits and Trading Volume",20170721
96,96,96,96,WIKI,ICPT,"Intercept Pharmaceuticals Inc. (ICPT) Prices, Dividends, Splits and Trading Volume",20170721
97,97,97,97,WIKI,HCA,"HCA Holdings (HCA) Prices, Dividends, Splits and Trading Volume",20170721
98,98,98,98,WIKI,HMN,"Horace Mann Educators Corp. (HMN) Prices, Dividends, Splits and Trading Volume",20170721
99,99,99,99,WIKI,HE,"Hawaiian Electric Industries Inc. (HE) Prices, Dividends, Splits and Trading Volume",20170721
100,100,100,100,WIKI,IMMU,"Immunomedics Inc. (IMMU) Prices, Dividends, Splits and Trading Volume",20170721
101,101,101,101,WIKI,INTX,"Intersections Inc (INTX) Prices, Dividends, Splits and Trading Volume",20170721
102,102,102,102,WIKI,IBKR,"Interactive Brokers Group Inc (IBKR) Prices, Dividends, Splits and Trading Volume",20170721
103,103,103,103,WIKI,HTH,"Hilltop Holdings (HTH) Prices, Dividends, Splits and Trading Volume",20170721
104,104,104,104,WIKI,HMSY,"HMS Holdings Corp (HMSY) Prices, Dividends, Splits and Trading Volume",20170721
105,105,105,105,WIKI,HOMB,"Home BancShares Inc (HOMB) Prices, Dividends, Splits and Trading Volume",20170721
106,106,106,106,WIKI,HOFT,"Hooker Furniture Corp (HOFT) Prices, Dividends, Splits and Trading Volume",20170721
107,107,107,107,WIKI,IEX,"IDEX Corp. (IEX) Prices, Dividends, Splits and Trading Volume",20170721
108,108,108,108,WIKI,HSNI,"HSN Inc (DE) (HSNI) Prices, Dividends, Splits and Trading Volume",20170721
109,109,109,109,WIKI,HUBG,"Hub Group Inc. (HUBG) Prices, Dividends, Splits and Trading Volume",20170721
110,110,110,110,WIKI,ICFI,"ICF International Inc. (ICFI) Prices, Dividends, Splits and Trading Volume",20170721
111,111,111,111,WIKI,HVT,"Haverty Furniture Cos. Inc. (HVT) Prices, Dividends, Splits and Trading Volume",20170721
112,112,112,112,WIKI,HTBK,"Heritage Commerce Corp. (HTBK) Prices, Dividends, Splits and Trading Volume",20170721
113,113,113,113,WIKI,INDB,"Independent Bank Corp. (MA) (INDB) Prices, Dividends, Splits and Trading Volume",20170721
114,114,114,114,WIKI,IPCC,"Infinity Property & Casualty Corp (IPCC) Prices, Dividends, Splits and Trading Volume",20170721
115,115,115,115,WIKI,INCY,"Incyte Corp. (INCY) Prices, Dividends, Splits and Trading Volume",20170721
116,116,116,116,WIKI,LWAY,"Lifeway Foods Inc. (LWAY) Prices, Dividends, Splits and Trading Volume",20170721
117,117,117,117,WIKI,LSCC,"Lattice Semiconductor Corporation (LSCC) Prices, Dividends, Splits and Trading Volume",20170721
118,118,118,118,WIKI,LVNTA,"Liberty Interactive Corp (LVNTA) Prices, Dividends, Splits and Trading Volume",20170721
119,119,119,119,WIKI,MNKD,"MannKind Corporation (MNKD) Prices, Dividends, Splits and Trading Volume",20170721
120,120,120,120,WIKI,LXU,"LSB Industries Inc. (LXU) Prices, Dividends, Splits and Trading Volume",20170721
121,121,121,121,WIKI,LMOS,"Lumos Networks Corp. (LMOS) Prices, Dividends, Splits and Trading Volume",20170721
122,122,122,122,WIKI,MCBC,"Macatawa Bank Corp. (MCBC) Prices, Dividends, Splits and Trading Volume",20170721
123,123,123,123,WIKI,MAIN,"Main Street Capital Corp (MAIN) Prices, Dividends, Splits and Trading Volume",20170721
124,124,124,124,WIKI,MDSO,"Medidata Solutions Inc. (MDSO) Prices, Dividends, Splits and Trading Volume",20170721
125,125,125,125,WIKI,MANT,"ManTech International Corp (MANT) Prices, Dividends, Splits and Trading Volume",20170721
126,126,126,126,WIKI,MD,"Mednax (MD) Prices, Dividends, Splits and Trading Volume",20170721
127,127,127,127,WIKI,MKL,"Markel Corp. (MKL) Prices, Dividends, Splits and Trading Volume",20170721
128,128,128,128,WIKI,MSCI,"MSCI Inc (MSCI) Prices, Dividends, Splits and Trading Volume",20170721
129,129,129,129,WIKI,MCC,"Medley Capital Corp (MCC) Prices, Dividends, Splits and Trading Volume",20170721
130,130,130,130,WIKI,MTOR,"Meritor (MTOR) Prices, Dividends, Splits and Trading Volume",20170721
131,131,131,131,WIKI,MTH,"Meritage Homes Corp. (MTH) Prices, Dividends, Splits and Trading Volume",20170721
132,132,132,132,WIKI,MWA,"Mueller Water Products (MWA) Prices, Dividends, Splits and Trading Volume",20170721
133,133,133,133,WIKI,MOH,"Molina Healthcare Inc. (MOH) Prices, Dividends, Splits and Trading Volume",20170721
134,134,134,134,WIKI,NEWS,"NewStar Financial Inc. (NEWS) Prices, Dividends, Splits and Trading Volume",20170721
135,135,135,135,WIKI,MORN,"Morningstar Inc (MORN) Prices, Dividends, Splits and Trading Volume",20170721
136,136,136,136,WIKI,MTSC,"MTS Systems Corp. (MTSC) Prices, Dividends, Splits and Trading Volume",20170721
137,137,137,137,WIKI,MOV,"Movado Group Inc. (MOV) Prices, Dividends, Splits and Trading Volume",20170721
138,138,138,138,WIKI,NLS,"Nautilus (NLS) Prices, Dividends, Splits and Trading Volume",20170721
139,139,139,139,WIKI,NPK,"National Presto Industries Inc. (NPK) Prices, Dividends, Splits and Trading Volume",20170721
140,140,140,140,WIKI,NTRI,"NutriSystem Inc (NTRI) Prices, Dividends, Splits and Trading Volume",20170721
141,141,141,141,WIKI,NAVG,"Navigators Group Inc. (NAVG) Prices, Dividends, Splits and Trading Volume",20170721
142,142,142,142,WIKI,NMFC,"New Mountain Finance Corp (NMFC) Prices, Dividends, Splits and Trading Volume",20170721
143,143,143,143,WIKI,NEU,"NewMarket Corp (NEU) Prices, Dividends, Splits and Trading Volume",20170721
144,144,144,144,WIKI,PWOD,"Penns Woods Bancorp Inc. (PWOD) Prices, Dividends, Splits and Trading Volume",20170721
145,145,145,145,WIKI,NUVA,"NuVasive Inc. (NUVA) Prices, Dividends, Splits and Trading Volume",20170721
146,146,146,146,WIKI,OCN,"Ocwen Financial Corp. (OCN) Prices, Dividends, Splits and Trading Volume",20170721
147,147,147,147,WIKI,OLN,"Olin Corp. (OLN) Prices, Dividends, Splits and Trading Volume",20170721
148,148,148,148,WIKI,OPK,"Opko Health (OPK) Prices, Dividends, Splits and Trading Volume",20170721
149,149,149,149,WIKI,ORN,"Orion Marine Group (ORN) Prices, Dividends, Splits and Trading Volume",20170721
150,150,150,150,WIKI,ORA,"Ormat Technologies Inc (ORA) Prices, Dividends, Splits and Trading Volume",20170721
151,151,151,151,WIKI,PLT,"Plantronics Inc. (PLT) Prices, Dividends, Splits and Trading Volume",20170721
152,152,152,152,WIKI,REN,"Resolute Energy Corp. (REN) Prices, Dividends, Splits and Trading Volume",20170721
153,153,153,153,WIKI,PNM,"PNM Resources Inc (PNM) Prices, Dividends, Splits and Trading Volume",20170721
154,154,154,154,WIKI,PICO,"PICO Holdings Inc. (PICO) Prices, Dividends, Splits and Trading Volume",20170721
155,155,155,155,WIKI,PLXS,"Plexus Corp. (PLXS) Prices, Dividends, Splits and Trading Volume",20170721
156,156,156,156,WIKI,PGEM,"Ply Gem Holdings (PGEM) Prices, Dividends, Splits and Trading Volume",20170721
157,157,157,157,WIKI,POL,"PolyOne Corp. (POL) Prices, Dividends, Splits and Trading Volume",20170721
158,158,158,158,WIKI,PAG,"Penske Automotive Group Inc (PAG) Prices, Dividends, Splits and Trading Volume",20170721
159,159,159,159,WIKI,QADA,"QAD Inc. (QADA) Prices, Dividends, Splits and Trading Volume",20170721
160,160,160,160,WIKI,QLYS,"Qualys Inc. (QLYS) Prices, Dividends, Splits and Trading Volume",20170721
161,161,161,161,WIKI,ROLL,"RBC Bearings Inc (ROLL) Prices, Dividends, Splits and Trading Volume",20170721
162,162,162,162,WIKI,RGLS,"Regulus Therapeutics Inc. (RGLS) Prices, Dividends, Splits and Trading Volume",20170721
163,163,163,163,WIKI,REX,"REX American Resources (REX) Prices, Dividends, Splits and Trading Volume",20170721
164,164,164,164,WIKI,RGLD,"Royal Gold Inc. (RGLD) Prices, Dividends, Splits and Trading Volume",20170721
165,165,165,165,WIKI,RCL,"Royal Caribbean Cruises Ltd. (RCL) Prices, Dividends, Splits and Trading Volume",20170721
166,166,166,166,WIKI,SBAC,"SBA Communications Corporation (SBAC) Prices, Dividends, Splits and Trading Volume",20170721
167,167,167,167,WIKI,SPNS,"Sapiens International Corp. N.V. (SPNS) Prices, Dividends, Splits and Trading Volume",20170721
168,168,168,168,WIKI,STNG,"Scorpio Tankers Inc. (STNG) Prices, Dividends, Splits and Trading Volume",20170721
169,169,169,169,WIKI,SCLN,"SciClone Pharmaceuticals Inc. (SCLN) Prices, Dividends, Splits and Trading Volume",20170721
170,170,170,170,WIKI,TAHO,"Tahoe Resources Inc. (TAHO) Prices, Dividends, Splits and Trading Volume",20170721
171,171,171,171,WIKI,SEMG,"SemGroup Corp (SEMG) Prices, Dividends, Splits and Trading Volume",20170721
172,172,172,172,WIKI,STRL,"Sterling Construction Company Inc (STRL) Prices, Dividends, Splits and Trading Volume",20170721
173,173,173,173,WIKI,TBNK,"Territorial Bancorp Inc (TBNK) Prices, Dividends, Splits and Trading Volume",20170721
174,174,174,174,WIKI,AOS,"Smith (A.O.) Corp (AOS) Prices, Dividends, Splits and Trading Volume",20170721
175,175,175,175,WIKI,SONC,"Sonic Corp. (SONC) Prices, Dividends, Splits and Trading Volume",20170721
176,176,176,176,WIKI,SSI,"Stage Stores Inc. (SSI) Prices, Dividends, Splits and Trading Volume",20170721
177,177,177,177,WIKI,STAA,"STAAR Surgical Company (STAA) Prices, Dividends, Splits and Trading Volume",20170721
178,178,178,178,WIKI,SMRT,"Stein Mart Inc. (SMRT) Prices, Dividends, Splits and Trading Volume",20170721
179,179,179,179,WIKI,SRI,"Stoneridge Inc. (SRI) Prices, Dividends, Splits and Trading Volume",20170721
180,180,180,180,WIKI,STMP,"Stamps.com Inc. (STMP) Prices, Dividends, Splits and Trading Volume",20170721
181,181,181,181,WIKI,SNPS,"Synopsys Inc. (SNPS) Prices, Dividends, Splits and Trading Volume",20170721
182,182,182,182,WIKI,SIVB,"SVB Financial Group (SIVB) Prices, Dividends, Splits and Trading Volume",20170721
183,183,183,183,WIKI,SWFT,"Swift Transportation Company (SWFT) Prices, Dividends, Splits and Trading Volume",20170721
184,184,184,184,WIKI,SNV,"Synovus Financial Corp. (SNV) Prices, Dividends, Splits and Trading Volume",20170721
185,185,185,185,WIKI,TEAR,"TearLab Corporation (TEAR) Prices, Dividends, Splits and Trading Volume",20170721
186,186,186,186,WIKI,SYX,"Systemax Inc. (SYX) Prices, Dividends, Splits and Trading Volume",20170721
187,187,187,187,WIKI,TEX,"Terex Corp. (New) (TEX) Prices, Dividends, Splits and Trading Volume",20170721
188,188,188,188,WIKI,TK,"Teekay Corp (TK) Prices, Dividends, Splits and Trading Volume",20170721
189,189,189,189,WIKI,TECH,"Bio-Techne Corp (TECH) Prices, Dividends, Splits and Trading Volume",20170721
190,190,190,190,WIKI,TNAV,"Telenav Inc. (TNAV) Prices, Dividends, Splits and Trading Volume",20170721
191,191,191,191,WIKI,TESS,"Tessco Technologies Inc. (TESS) Prices, Dividends, Splits and Trading Volume",20170721
192,192,192,192,WIKI,TOWN,"TowneBank (Portsmouth VA) (TOWN) Prices, Dividends, Splits and Trading Volume",20170721
193,193,193,193,WIKI,TNC,"Tennant Co. (TNC) Prices, Dividends, Splits and Trading Volume",20170721
194,194,194,194,WIKI,TGTX,"TG Therapeutics Inc. (TGTX) Prices, Dividends, Splits and Trading Volume",20170721
195,195,195,195,WIKI,TDW,"Tidewater Inc. (TDW) Prices, Dividends, Splits and Trading Volume",20170721
196,196,196,196,WIKI,TG,"Tredegar Corp. (TG) Prices, Dividends, Splits and Trading Volume",20170721
197,197,197,197,WIKI,TITN,"Titan Machinery Inc. (TITN) Prices, Dividends, Splits and Trading Volume",20170721
198,198,198,198,WIKI,TDG,"TransDigm (TDG) Prices, Dividends, Splits and Trading Volume",20170721
199,199,199,199,WIKI,UNT,"Unit Corp. (UNT) Prices, Dividends, Splits and Trading Volume",20170721
200,200,200,200,WIKI,USG,"USG Corp. (USG) Prices, Dividends, Splits and Trading Volume",20170721
201,201,201,201,WIKI,TYL,"Tyler Technologies Inc. (TYL) Prices, Dividends, Splits and Trading Volume",20170721
202,202,202,202,WIKI,CHD,"Church & Dwight Co. Inc. (CHD) Prices, Dividends, Splits and Trading Volume",20170721
203,203,203,203,WIKI,VVC,"Vectren Corp (VVC) Prices, Dividends, Splits and Trading Volume",20170721
204,204,204,204,WIKI,UBNT,"Ubiquiti Networks Inc (UBNT) Prices, Dividends, Splits and Trading Volume",20170721
205,205,205,205,WIKI,TRN,"Trinity Industries Inc. (TRN) Prices, Dividends, Splits and Trading Volume",20170721
206,206,206,206,WIKI,UVV,"Universal Corp. (UVV) Prices, Dividends, Splits and Trading Volume",20170721
207,207,207,207,WIKI,VNTV,"Vantiv (VNTV) Prices, Dividends, Splits and Trading Volume",20170721
208,208,208,208,WIKI,VGR,"Vector Group Ltd (VGR) Prices, Dividends, Splits and Trading Volume",20170721
209,209,209,209,WIKI,EGY,"Vaalco Energy Inc. (EGY) Prices, Dividends, Splits and Trading Volume",20170721
210,210,210,210,WIKI,VRSK,"Verisk Analytics Inc (VRSK) Prices, Dividends, Splits and Trading Volume",20170721
211,211,211,211,WIKI,VLGEA,"Village Super Market Inc. (VLGEA) Prices, Dividends, Splits and Trading Volume",20170721
212,212,212,212,WIKI,VSH,"Vishay Intertechnology Inc. (VSH) Prices, Dividends, Splits and Trading Volume",20170721
213,213,213,213,WIKI,VC,"Visteon Corp. (VC) Prices, Dividends, Splits and Trading Volume",20170721
214,214,214,214,WIKI,VMW,"VMware Inc. (VMW) Prices, Dividends, Splits and Trading Volume",20170721
215,215,215,215,WIKI,VCRA,"Vocera Communications Inc (VCRA) Prices, Dividends, Splits and Trading Volume",20170721
216,216,216,216,WIKI,VVUS,"VIVUS Inc. (VVUS) Prices, Dividends, Splits and Trading Volume",20170721
217,217,217,217,WIKI,VOXX,"VOXX International Corporation (VOXX) Prices, Dividends, Splits and Trading Volume",20170721
218,218,218,218,WIKI,VSI,"Vitamin Shoppe (VSI) Prices, Dividends, Splits and Trading Volume",20170721
219,219,219,219,WIKI,USNA,"USANA Health Sciences Inc. (USNA) Prices, Dividends, Splits and Trading Volume",20170721
220,220,220,220,WIKI,WMK,"Weis Markets Inc. (WMK) Prices, Dividends, Splits and Trading Volume",20170721
221,221,221,221,WIKI,OFC,"Corporate Office Properties Trust (OFC) Prices, Dividends, Splits and Trading Volume",20170721
222,222,222,222,WIKI,WCC,"Wesco International Inc. (WCC) Prices, Dividends, Splits and Trading Volume",20170721
223,223,223,223,WIKI,ARR,"ARMOUR Residential REIT Inc. (ARR) Prices, Dividends, Splits and Trading Volume",20170721
224,224,224,224,WIKI,XOXO,"XO Group (XOXO) Prices, Dividends, Splits and Trading Volume",20170721
225,225,225,225,WIKI,WHG,"Westwood Holdings Group Inc. (WHG) Prices, Dividends, Splits and Trading Volume",20170721
226,226,226,226,WIKI,WTFC,"Wintrust Financial Corp. (IL) (WTFC) Prices, Dividends, Splits and Trading Volume",20170721
227,227,227,227,WIKI,TPX,"Tempur Sealy International (TPX) Prices, Dividends, Splits and Trading Volume",20170721
228,228,228,228,WIKI,WETF,"WisdomTree Investments Inc. (WETF) Prices, Dividends, Splits and Trading Volume",20170721
229,229,229,229,WIKI,WSFS,"WSFS Financial Corp (WSFS) Prices, Dividends, Splits and Trading Volume",20170721
230,230,230,230,WIKI,WPX,"WPX Energy (WPX) Prices, Dividends, Splits and Trading Volume",20170721
231,231,231,231,WIKI,HIW,"Highwoods Properties Inc. (HIW) Prices, Dividends, Splits and Trading Volume",20170721
232,232,232,232,WIKI,ITT,"ITT Corporation (ITT) Prices, Dividends, Splits and Trading Volume",20170721
233,233,233,233,WIKI,HTA,"Healthcare Trust Of America Inc (HTA) Prices, Dividends, Splits and Trading Volume",20170721
234,234,234,234,WIKI,MNK,"Mallinckrodt plc (MNK) Prices, Dividends, Splits and Trading Volume",20170721
235,235,235,235,WIKI,TWO,"Two Harbors Investment Corp (TWO) Prices, Dividends, Splits and Trading Volume",20170721
236,236,236,236,WIKI,ITRI,"Itron Inc. (ITRI) Prices, Dividends, Splits and Trading Volume",20170721
237,237,237,237,WIKI,KBR,"KBR Inc (KBR) Prices, Dividends, Splits and Trading Volume",20170721
238,238,238,238,WIKI,ADMS,"Adamas Pharmaceuticals Inc (ADMS) Prices, Dividends, Splits and Trading Volume",20170721
